loss,class
3.1778217280390155e-08,0.0
1.0135472106389953e-07,0.0
3.798709617996366e-05,0.0
5.440116082096526e-08,0.0
1.1912882663761906e-07,0.0
2.126097740702677e-08,0.0
1.6589463223013796e-07,0.0
1.121729643900727e-07,0.0
1.6527265772416416e-06,0.0
3.570616346974825e-08,0.0
1.6448796257667483e-07,0.0
1.400709191727679e-07,0.0
3.222341031550964e-05,0.0
1.1488199557638303e-07,0.0
5.409419691363648e-08,0.0
3.4487248466700486e-08,0.0
5.1307679652045723e-08,0.0
3.82353018487065e-05,0.0
3.798711406132722e-05,0.0
1.975327785517759e-07,0.0
3.016591161295468e-08,0.0
3.145635218125273e-08,0.0
2.562701778068737e-08,0.0
1.5876293629672542e-07,0.0
4.2709709408957744e-08,0.0
3.0687452216034305e-08,0.0
3.952384108397143e-08,0.0
1.1115670517373778e-07,0.0
7.170438971052779e-08,0.0
2.4911762017162233e-08,0.0
4.0381551921443e-07,0.0
4.2501093167725895e-08,0.0
1.8089414150681588e-07,0.0
3.79871915474025e-05,0.0
2.996623599799017e-08,0.0
3.855526555929965e-08,0.0
3.8442016756905227e-08,0.0
8.27908539341451e-08,0.0
1.9928813546073425e-08,0.0
1.0474920568562886e-07,0.0
3.815792011640768e-05,0.0
1.265615260238414e-07,0.0
2.810402591151277e-05,0.0
5.7092310588207444e-08,0.0
2.672092989314231e-05,0.0
8.05795215328384e-08,0.0
1.0950267621364701e-07,0.0
2.9015541892386538e-08,0.0
1.0082653446854405e-05,0.0
5.66393153231186e-08,0.0
1.1905432084510927e-07,0.0
3.798750745199161e-05,0.0
9.942055029732663e-08,0.0
2.981722441297061e-08,0.0
9.594559937305738e-08,0.0
3.1733513815986515e-08,0.0
5.196929126938872e-08,0.0
1.1808574532043749e-07,0.0
2.574265075378716e-07,0.0
2.544522358479101e-08,0.0
2.465844225601559e-08,0.0
1.876086049133558e-06,0.0
4.000961895993707e-08,0.0
2.3099780734762248e-07,0.0
8.10414575352169e-08,0.0
3.023296679290679e-07,0.0
4.2396308177441755e-06,0.0
2.8851629115558326e-08,0.0
3.59594832308949e-08,0.0
1.1730194421892158e-07,0.0
3.79876743450512e-05,0.0
9.668767723742915e-08,0.0
4.15951025265259e-08,0.0
3.2621623038118363e-08,0.0
7.686019158471216e-08,0.0
2.544522358479101e-08,0.0
2.957284533360246e-08,0.0
1.5171468683760113e-07,0.0
5.280673651708678e-08,0.0
2.0277500746057495e-08,0.0
9.999811928984684e-05,0.0
1.0159611986049703e-07,0.0
6.647110170555184e-08,0.0
1.331001557334129e-07,0.0
1.1362731779071011e-07,0.0
1.0607242880929255e-07,0.0
4.625978003179107e-05,0.0
1.4846632299821322e-05,0.0
6.782561730425812e-07,0.0
9.957850261963584e-08,0.0
9.999854844329385e-05,0.0
1.3265610115010254e-07,0.0
4.291832570570075e-08,0.0
5.5062772382797107e-08,0.0
3.154277893831166e-08,0.0
2.4200714311323848e-05,0.0
9.254217406954956e-08,0.0
4.2799116393276175e-08,0.0
1.3147890938419892e-07,0.0
2.4494529479187377e-08,0.0
1.1399388635425118e-07,0.0
5.507767357460576e-08,0.0
1.2701452134444138e-07,0.0
1.782089521940927e-07,0.0
2.2909045857087392e-08,0.0
1.2228191240723974e-07,0.0
2.774298268764548e-08,0.0
4.93216826407265e-06,0.0
5.154311804963537e-08,0.0
1.1099279239690957e-07,0.0
1.3777316006991343e-07,0.0
5.153417731234572e-08,0.0
1.2375116694417463e-07,0.0
3.598630533174154e-08,0.0
4.525482781843986e-08,0.0
7.894563895709451e-05,0.0
1.1130273653149784e-07,0.0
2.98351057765276e-08,0.0
1.1895597317901234e-07,0.0
1.0341704182467551e-07,0.0
1.1343956314029476e-07,0.0
1.3304651158723075e-07,0.0
1.0963380643510959e-07,0.0
1.265466248875439e-07,0.0
2.40495092442358e-05,0.0
8.22191559425302e-06,0.0
8.025765643370097e-08,0.0
8.117258775667947e-08,0.0
4.1857362969451044e-08,0.0
3.79871915474025e-05,0.0
7.026791772895852e-08,0.0
6.427765072331329e-08,0.0
3.375768756236972e-07,0.0
8.723140010031548e-08,0.0
3.7987090219509144e-05,0.0
1.1231896595388684e-05,0.0
2.6297570024297713e-08,0.0
3.0130148774818386e-08,0.0
1.0114610482266768e-07,0.0
6.936192708775853e-08,0.0
9.789765155869843e-08,0.0
7.409751625221969e-08,0.0
2.230703895146783e-08,0.0
8.27014468943155e-09,0.0
3.922581785842115e-08,0.0
3.189146608278458e-08,0.0
9.290874263309061e-08,0.0
5.321502837328314e-08,0.0
1.3124645126937993e-07,0.0
3.7987125982291765e-05,0.0
2.8571487309076193e-08,0.0
4.383325702867924e-08,0.0
1.5667081348539906e-08,0.0
4.574870893160243e-05,0.0
3.412962058493792e-08,0.0
1.0169148729933446e-07,0.0
1.1274814925035677e-07,0.0
1.1958182195821905e-07,0.0
3.79871379032008e-05,0.0
2.8476119870238766e-08,0.0
6.781220630379483e-08,0.0
5.236268193377643e-08,0.0
5.216002614706358e-08,0.0
6.209016019559374e-08,0.0
1.7499626176825974e-07,0.0
9.242892526715514e-08,0.0
1.4073253073459974e-07,0.0
9.970419685728318e-05,0.0
5.411207827719348e-08,0.0
1.4753640111435588e-07,0.0
1.474052708928933e-07,0.0
4.3633581469225886e-08,0.0
1.2595355866370283e-07,0.0
7.304549425325963e-08,0.0
4.186630370674069e-08,0.0
4.6020747556398785e-08,0.0
3.885924923936893e-08,0.0
3.116726963748095e-08,0.0
1.5133917759228155e-07,0.0
1.4394522143798847e-08,0.0
3.798711406132722e-05,0.0
3.7987197507857014e-05,0.0
2.422332835448374e-08,0.0
8.819192895032434e-07,0.0
1.3959408242266998e-08,0.0
9.824009216393287e-05,0.0
2.8911233771770614e-08,0.0
3.7987125982291765e-05,0.0
2.9391051193217256e-08,0.0
3.6308170375367817e-08,0.0
9.844601431813585e-08,0.0
2.7987361767013626e-08,0.0
9.858608522137692e-08,0.0
1.8271804358723155e-08,0.0
3.492236236823234e-08,0.0
9.999854844329385e-05,0.0
2.274215285299968e-08,0.0
2.7480722244720342e-08,0.0
1.2766123176997575e-07,0.0
1.4597177913858353e-07,0.0
1.0191202450511546e-07,0.0
1.441627781389542e-07,0.0
1.3561249158752936e-07,0.0
4.450380927228958e-08,0.0
1.8978119440469793e-08,0.0
5.77271001047038e-08,0.0
1.3436973471089444e-07,0.0
1.2663305164460284e-07,0.0
7.253289427644735e-08,0.0
2.4068356259434027e-08,0.0
5.998313597041414e-08,0.0
2.7710200132279837e-08,0.0
9.999854844329385e-05,0.0
1.1660456987446459e-07,0.0
2.9590726752670607e-08,0.0
6.338954150118144e-08,0.0
1.2452602736391207e-07,0.0
1.1223554955110025e-08,0.0
1.603543803733444e-07,0.0
1.470565837484204e-07,0.0
2.5355816600472578e-08,0.0
1.2269616499551084e-08,0.0
2.757012922903877e-08,0.0
4.530549179287365e-08,0.0
1.755952887796867e-08,0.0
4.3737889589841814e-08,0.0
1.524061007275391e-07,0.0
2.905130467501168e-08,0.0
1.6373098357600556e-07,0.0
4.039406888703513e-08,0.0
2.961754885351725e-08,0.0
1.7085373882763963e-07,0.0
2.405941557765553e-08,0.0
3.274381252229128e-08,0.0
1.370072403319545e-07,0.0
1.314878500659774e-07,0.0
8.619725946491242e-08,0.0
9.140372548006402e-09,0.0
9.997237008258198e-05,0.0
1.3744235423348636e-07,0.0
8.571744209897693e-08,0.0
1.453012268949732e-07,0.0
3.7987143863655324e-05,0.0
1.4785826621349332e-07,0.0
9.010434406345402e-08,0.0
8.359253645472916e-08,0.0
7.416904181746997e-08,0.0
1.5911460372396897e-08,0.0
8.57859874369677e-08,0.0
6.716847610551998e-08,0.0
1.3995767031486233e-07,0.0
4.416406280959516e-08,0.0
6.082952195540183e-08,0.0
8.218288651849539e-08,0.0
5.2267314494939e-08,0.0
3.126263707631838e-08,0.0
3.272593115873429e-08,0.0
3.204643817783429e-08,0.0
9.940922538300334e-05,0.0
1.0249018975919248e-08,0.0
3.0338765071561386e-08,0.0
2.4025467710132723e-05,0.0
4.321634893125103e-08,0.0
1.0558367070606742e-07,0.0
2.5013685925994537e-05,0.0
4.1621924627372544e-08,0.0
2.423614331504624e-07,0.0
1.3782084376157657e-07,0.0
5.148947384794208e-08,0.0
1.7723441654796882e-08,0.0
1.1840761041957492e-07,0.0
1.3895631229033606e-07,0.0
1.226097380164073e-07,0.0
1.080740720459206e-05,0.0
3.2272935838134293e-08,0.0
1.57058243417712e-07,0.0
3.819489883908217e-05,0.0
9.984160940924408e-05,0.0
2.5478006140156653e-08,0.0
2.2081733370969402e-07,0.0
1.0018646997977441e-07,0.0
1.3234317673274362e-07,0.0
1.5753508050087684e-08,0.0
2.4554134135399665e-08,0.0
5.907714532921414e-08,0.0
3.542900189052562e-08,0.0
1.6112089607903961e-06,0.0
1.2085140093570062e-07,0.0
8.51929211576155e-08,0.0
4.764378204085824e-06,0.0
2.7167797882872566e-08,0.0
2.1505356430883762e-08,0.0
2.9119850013002466e-08,0.0
2.757012922903877e-08,0.0
1.1060834241430036e-07,0.0
9.999854844329385e-05,0.0
2.0634189825202587e-05,0.0
1.617795274202733e-05,0.0
2.6419759563981787e-08,0.0
1.2868643166808916e-07,0.0
9.999854844329385e-05,0.0
9.999854844329385e-05,0.0
3.800539480642323e-05,0.0
3.915289153917442e-06,0.0
3.5619736712689326e-08,0.0
5.724728268325716e-08,0.0
2.195954384238756e-06,0.0
8.630752809555849e-08,0.0
3.800463782742256e-05,0.0
2.7507544345566987e-08,0.0
1.4474988390827628e-08,0.0
3.961920852280886e-08,0.0
2.858042799085469e-08,0.0
1.0910597748756436e-05,0.0
8.094310986911996e-08,0.0
1.0902285884771152e-07,0.0
8.444488289423586e-08,0.0
1.0641426145660375e-05,0.0
2.921700559374671e-07,0.0
4.626512658025578e-08,0.0
2.9522181414679825e-08,0.0
9.688735279688251e-08,0.0
9.999852460142026e-05,0.0
4.8729778742709116e-08,0.0
8.834600698274732e-08,0.0
9.999854844329385e-05,0.0
2.36166394401191e-05,0.0
7.138252461139036e-08,0.0
3.8410682560401855e-05,0.0
9.999850075960219e-05,0.0
3.737277493095444e-05,0.0
1.7635185019715406e-05,0.0
8.64833617814247e-08,0.0
1.847446020094716e-08,0.0
2.9069186094079827e-08,0.0
4.875660078804461e-08,0.0
9.999854844329385e-05,0.0
1.688836562182288e-05,0.0
1.2153089386108945e-07,0.0
2.6908517667206924e-08,0.0
1.4582336356792964e-05,0.0
2.070367396581085e-08,0.0
4.234612107267618e-08,0.0
2.0843139873758897e-05,0.0
1.0702908342492633e-07,0.0
2.514720035924073e-08,0.0
1.1491775835900817e-07,0.0
3.293454739996614e-08,0.0
8.730888612008476e-08,0.0
3.800088869514633e-05,0.0
2.8067768405611435e-06,0.0
9.251535196870291e-08,0.0
6.463360967225943e-06,0.0
1.3254547489884666e-05,0.0
2.6468709851508565e-05,0.0
3.800099598349421e-05,0.0
8.181631795495432e-08,0.0
4.3040515245384825e-08,0.0
1.2037754396877297e-07,0.0
1.8119812518688515e-06,0.0
2.2551418030835975e-08,0.0
1.0418594178989393e-07,0.0
1.593286141609974e-05,0.0
1.8492341564504155e-08,0.0
4.184109089641771e-06,0.0
8.772909888531912e-08,0.0
3.1176210319259445e-08,0.0
7.464885923891661e-08,0.0
3.932118529725858e-08,0.0
1.1702180241243944e-07,0.0
1.021534233572241e-07,0.0
3.0288101097127596e-08,0.0
8.822381744306325e-08,0.0
4.736185209913063e-08,0.0
1.9078821477441984e-05,0.0
8.979141964609509e-08,0.0
2.9730797655911677e-08,0.0
9.999854844329385e-05,0.0
6.415546123914038e-08,0.0
5.354583415419906e-08,0.0
1.017093687184026e-07,0.0
8.476674793786215e-08,0.0
1.711607027349684e-07,0.0
1.2172758919328332e-07,0.0
3.7988109458952735e-05,0.0
5.005300186637281e-08,0.0
9.861886777674257e-08,0.0
1.0004639907653333e-07,0.0
5.268454703291386e-08,0.0
2.879798496937619e-08,0.0
1.8340945758819184e-07,0.0
7.682740902934651e-08,0.0
1.3335049526730005e-07,0.0
3.016591161295468e-08,0.0
7.355213372004176e-08,0.0
6.895363528707332e-08,0.0
2.0157993405355856e-07,0.0
2.0402819489392015e-06,0.0
1.6307831269595223e-07,0.0
5.811453037008366e-09,0.0
6.181299861637111e-08,0.0
5.085468438695688e-08,0.0
5.66393153231186e-08,0.0
2.8520823334642403e-08,0.0
4.039406888703513e-08,0.0
3.798765050317762e-05,0.0
2.880692565115469e-08,0.0
1.1144280749025007e-07,0.0
4.58848489269121e-07,0.0
5.058646343400159e-08,0.0
4.1717292066209974e-08,0.0
5.854666398884486e-08,0.0
5.462765848126526e-08,0.0
6.930232243154624e-08,0.0
2.0191073988998566e-08,0.0
3.730058777362674e-08,0.0
1.0928511929063667e-07,0.0
6.847381786562668e-08,0.0
4.642903935708399e-08,0.0
4.654228821498957e-08,0.0
7.430017203893254e-08,0.0
3.5235286785591264e-08,0.0
4.2101742048819187e-08,0.0
2.3373366063477944e-07,0.0
2.2519547377050105e-05,0.0
1.101732285127685e-07,0.0
1.1265278181151934e-07,0.0
1.1894703244172269e-07,0.0
1.1899173596163749e-07,0.0
7.098317349248366e-08,0.0
4.931390422926053e-08,0.0
5.7631732665866374e-08,0.0
5.923509765152335e-08,0.0
3.7509204014858587e-08,0.0
5.5009128236614975e-08,0.0
1.7568469559747168e-08,0.0
5.371272715828677e-08,0.0
1.272350585502224e-07,0.0
3.4782291464991267e-08,0.0
3.525316814914826e-08,0.0
1.1124313193079672e-07,0.0
9.999854844329385e-05,0.0
7.639825558233366e-08,0.0
9.999854844329385e-05,0.0
8.56280351146585e-08,0.0
1.121819050718512e-07,0.0
3.415644268578456e-08,0.0
8.805990466623504e-08,0.0
1.0408759412379701e-07,0.0
4.494786391111108e-08,0.0
1.5613735164021452e-07,0.0
6.422400657713115e-08,0.0
5.280953793459649e-06,0.0
3.184676261838094e-08,0.0
1.0708272757110847e-07,0.0
2.0910537827751977e-05,0.0
1.1360943637164197e-07,0.0
4.100203630268484e-08,0.0
3.903287162269883e-05,0.0
3.798772798919739e-05,0.0
3.223632366215195e-05,0.0
2.1390611531534477e-05,0.0
7.721781985505279e-09,0.0
2.651423290688579e-07,0.0
9.999854844329385e-05,0.0
1.5911460372396897e-08,0.0
6.525218670250407e-08,0.0
9.962022585677998e-08,0.0
1.0511577424916992e-07,0.0
1.1012852504836487e-07,0.0
7.310807913673142e-08,0.0
1.1484241806844881e-05,0.0
9.333398603159795e-05,0.0
3.7987090219509144e-05,0.0
1.0948479485009002e-07,0.0
5.2040816834639006e-08,0.0
1.0634064976224784e-07,0.0
1.3214946162780926e-07,0.0
9.999854844329385e-05,0.0
3.307461830320721e-08,0.0
1.6433001030987677e-08,0.0
7.830560430357108e-08,0.0
5.217790751062057e-08,0.0
1.0735988920584225e-07,0.0
2.9739738393201326e-08,0.0
1.1019707038635565e-07,0.0
3.7987090219509144e-05,0.0
1.1785924766013749e-07,0.0
6.411969845651523e-08,0.0
5.2484871473460506e-08,0.0
1.5494227889933197e-08,0.0
2.666338160700624e-05,0.0
2.256929939439297e-08,0.0
1.6429722769899997e-07,0.0
3.7987090219509144e-05,0.0
1.8540621329374768e-07,0.0
3.0243397632723956e-08,0.0
2.52693898989248e-08,0.0
4.109740374152227e-08,0.0
3.798717068575617e-05,0.0
2.3752451614815597e-08,0.0
2.8868914461419e-07,0.0
3.7987090219509144e-05,0.0
1.2003481727881905e-07,0.0
1.2983563905506206e-05,0.0
7.115602695109037e-08,0.0
1.9898295959039622e-05,0.0
2.2193790149073407e-08,0.0
1.6897917427159128e-09,0.0
8.470118282713086e-08,0.0
2.0810068239957308e-07,0.0
3.7987108100872696e-05,0.0
9.453594949233474e-08,0.0
3.213584516215272e-08,0.0
3.385841946023428e-08,0.0
2.2193790149073407e-08,0.0
1.472353976615461e-07,0.0
9.312629961161213e-08,0.0
7.79920838241069e-07,0.0
6.33984822384711e-08,0.0
1.8480420655466158e-08,0.0
9.560585313240757e-09,0.0
6.908476550853589e-08,0.0
4.261434202563147e-08,0.0
3.7987090219509144e-05,0.0
6.945291355810758e-06,0.0
2.400577137596224e-08,0.0
3.511646488172721e-05,0.0
1.1073947263576293e-07,0.0
1.383125820920612e-07,0.0
1.1540353623497381e-07,0.0
2.3987890012405245e-08,0.0
3.758669009013902e-08,0.0
1.217246089660238e-07,0.0
3.7980581392072166e-05,0.0
2.540052012038737e-08,0.0
1.6340911847686815e-07,0.0
1.2921691306396958e-07,0.0
8.588165285412216e-07,0.0
1.2455284946475872e-07,0.0
3.9583445740183715e-08,0.0
6.472170536213479e-08,0.0
5.6785346680878666e-08,0.0
6.066262895131413e-08,0.0
1.5449524370018405e-08,0.0
4.170782384690305e-05,0.0
2.8997660528829546e-08,0.0
3.7987239231094164e-05,0.0
1.2183785782392938e-07,0.0
3.9234758540199645e-08,0.0
1.1063218428788751e-07,0.0
2.1573901824385698e-08,0.0
9.475350647085626e-08,0.0
1.1485517347553639e-07,0.0
1.1445880258388918e-07,0.0
1.312613524056774e-07,0.0
1.3664961245019194e-07,0.0
2.4762750376631517e-08,0.0
7.308125703588477e-08,0.0
1.782774977541281e-08,0.0
1.713037543095582e-08,0.0
6.428659146060295e-08,0.0
7.0823224379607885e-06,0.0
1.2039244516058163e-07,0.0
4.518330225318958e-08,0.0
3.7987090219509144e-05,0.0
2.2909045857087392e-08,0.0
7.247030939297556e-08,0.0
7.185399733544814e-07,0.0
3.8082466594531945e-05,0.0
1.6328692910371753e-08,0.0
1.4805794177294667e-07,0.0
8.390546081657693e-08,0.0
1.5756786311175364e-07,0.0
3.6008537823211622e-06,0.0
1.043230324658755e-07,0.0
3.7987090219509144e-05,0.0
1.1778176164036822e-07,0.0
1.3926029597040534e-07,0.0
6.911754806390154e-08,0.0
4.232089637858112e-05,0.0
3.709197153239489e-08,0.0
7.833147268062443e-06,0.0
7.81923554456655e-08,0.0
1.559853601054912e-08,0.0
9.996891305676405e-08,0.0
2.906024541230133e-08,0.0
3.7987090219509144e-05,0.0
2.0261109446170213e-07,0.0
4.896521708478761e-08,0.0
2.9432774430361394e-08,0.0
6.9366635832395635e-06,0.0
2.7430058325797704e-08,0.0
3.3658743845269773e-08,0.0
2.619147374512163e-07,0.0
1.5541911559391871e-07,0.0
1.457095186956584e-07,0.0
2.6890636248138777e-08,0.0
1.3504028701001596e-07,0.0
5.3232909736840127e-08,0.0
1.2623072024292548e-07,0.0
7.490217900006325e-08,0.0
3.178715796216865e-08,0.0
3.804832803326523e-05,0.0
8.542043209573883e-06,0.0
2.840757453224798e-08,0.0
2.5007129455999663e-08,0.0
4.647374287699878e-08,0.0
1.1874735688226934e-07,0.0
1.0383427436265037e-07,0.0
3.783106911399602e-08,0.0
2.757012922903877e-08,0.0
7.638037421877667e-08,0.0
8.31902050530518e-08,0.0
6.247461017820296e-08,0.0
1.572072549472204e-08,0.0
7.477104877860068e-08,0.0
1.911401802554756e-07,0.0
7.050067383874789e-07,0.0
3.279745672398457e-08,0.0
7.208883963762585e-08,0.0
6.784796908641997e-08,0.0
1.213133369380791e-07,0.0
4.4870377891341805e-08,0.0
1.3514757535789139e-07,0.0
1.0546148122189449e-07,0.0
4.7841669465066116e-08,0.0
2.8720498894095757e-08,0.0
2.8467179188460268e-08,0.0
2.5549531705406934e-08,0.0
9.999854844329385e-05,0.0
6.991923052897445e-08,0.0
8.293688529190516e-08,0.0
3.648996457126417e-08,0.0
9.855032243875177e-08,0.0
3.8991523879478934e-05,0.0
4.346072795510802e-08,0.0
4.862547056658204e-08,0.0
3.303289506606307e-08,0.0
8.523426294282336e-05,0.0
3.855957496719524e-05,0.0
5.66393153231186e-08,0.0
1.1029541805245258e-07,0.0
2.3752451614815597e-08,0.0
2.366602491326782e-08,0.0
7.709819294110762e-06,0.0
6.703734588405741e-08,0.0
8.222460981115068e-08,0.0
6.244778807735632e-08,0.0
1.345515289067908e-07,0.0
6.543681208543115e-06,0.0
1.4617145469803689e-07,0.0
2.2202730830851905e-08,0.0
2.0447970011754375e-07,0.0
7.399618835886326e-08,0.0
5.14209285099513e-08,0.0
8.960962550570989e-08,0.0
7.94827960694747e-08,0.0
2.8720498894095757e-08,0.0
7.78217218228881e-05,0.0
9.748934780013376e-05,0.0
3.603279692139865e-07,0.0
1.5872717351410028e-07,0.0
3.798717962643795e-05,0.0
1.3083517918592406e-07,0.0
9.999854844329385e-05,0.0
2.3250708634275868e-05,0.0
2.605319100044072e-08,0.0
4.0743876643031874e-05,0.0
3.5724044888816405e-08,0.0
5.643159308955744e-06,0.0
6.240308461295267e-08,0.0
1.478701871225313e-07,0.0
2.6246906105375077e-08,0.0
2.2637844732383753e-08,0.0
9.999854844329385e-05,0.0
9.504258901462804e-08,0.0
1.2536943312164028e-07,0.0
1.5685856785825865e-07,0.0
6.550550646365072e-08,0.0
1.496166032942e-07,0.0
4.4688893614322455e-05,0.0
3.798724519154868e-05,0.0
5.2258373813160504e-08,0.0
8.110106219142919e-08,0.0
9.999854844329385e-05,0.0
2.524763416776596e-07,0.0
3.535747626976418e-08,0.0
4.777908458159433e-08,0.0
8.059740295190655e-08,0.0
2.387464115449967e-08,0.0
5.1212312268719445e-08,0.0
8.665621524003141e-08,0.0
4.501044879458287e-08,0.0
1.0570586024575148e-07,0.0
9.999854844329385e-05,0.0
9.999854844329385e-05,0.0
2.732575020518178e-08,0.0
5.2893163274145706e-08,0.0
3.297031018259128e-08,0.0
4.971325540367839e-08,0.0
1.4449060369261064e-07,0.0
2.977252094856697e-08,0.0
9.999854844329385e-05,0.0
2.9347539769757376e-07,0.0
2.48533494352004e-07,0.0
4.794368281957401e-06,0.0
7.161796295346887e-08,0.0
6.244778807735632e-08,0.0
